stcode,ntcode,size,name,reachable,errors,errorlist,time1,time2,time3
0001110,0003850,50,0001110-0003850-True-False-1610386273.4472551,True,False,[],0.006224871,0.067013025,0.006128073
1010010,1010010,50,1010010-1010010-True-False-1610386273.4884758,True,False,[],0.000857115,0.000774860,0.243461847
1101110,1108520,50,1101110-1108520-True-False-1610386273.512676,True,False,[],0.000497103,0.002514839,0.000504971
1101101,3906108,50,1101101-3906108-True-False-1610386273.530049,True,False,[],0.001353979,0.002784967,0.004151106
1101011,1101037,50,1101011-1101037-True-False-1610386273.538634,True,False,[],0.000382900,0.002072811,0.002968073
1100111,2100111,50,1100111-2100111-True-False-1610386273.543073,True,False,[],0.000207186,0.001234055,0.001020908
0101101,0201501,50,0101101-0201501-True-False-1610386273.573218,True,False,[],0.013605118,0.088799000,0.001816034
0101011,0601011,50,0101011-0601011-True-False-1610386273.620065,True,False,[],0.001443148,0.009818792,0.020261765
1111001,9185001,50,1111001-9185001-True-False-1610386273.649319,True,False,[],0.001062155,0.003988028,0.183857918
0001011,0007073,50,0001011-0007073-True-False-1610386273.67436,True,False,[],0.040783167,0.267621994,0.004002094
1011110,1031910,50,1011110-1031910-True-False-1610386273.692348,True,False,[],0.003824949,0.098331213,0.000577927
1110110,1180270,50,1110110-1180270-True-False-1610386273.6962209,True,False,[],0.001242876,0.003140211,0.012480974
1001111,9001838,50,1001111-9001838-True-False-1610386273.700186,True,False,[],0.002064228,0.037245035,0.013000965
1110101,7320602,50,1110101-7320602-True-False-1610386273.715473,True,False,[],0.000587940,0.002367020,0.005913019
1110011,8260081,50,1110011-8260081-True-False-1610386273.725399,True,False,[],0.000796080,0.003696918,0.001497030
0000111,0000191,50,0000111-0000191-True-False-1610386273.744189,True,False,[],0.005077839,0.032938004,0.000177860
1111000,5913000,50,1111000-5913000-True-False-1610386273.7790139,True,False,[],0.000535011,0.002829790,0.020674706
1111101,7141308,50,1111101-7141308-True-False-1610386273.788408,True,False,[],0.000607014,0.002410173,0.000530958
1111011,4118015,50,1111011-4118015-True-False-1610386273.795163,True,False,[],0.000825167,0.002353191,0.001006126
1110111,1460151,50,1110111-1460151-True-False-1610386273.807212,True,False,[],0.001766205,0.002654076,0.003942013
1101111,1902111,50,1101111-1902111-True-False-1610386273.814962,True,False,[],0.000699043,0.002452135,0.001462698
0110111,0110135,50,0110111-0110135-True-False-1610386273.821066,True,False,[],0.005620003,0.076096058,0.003839016
1011111,8013115,50,1011111-8013115-True-False-1610386273.827086,True,False,[],0.001302004,0.006350040,0.000459194
0101111,0108136,50,0101111-0108136-True-False-1610386273.854363,True,False,[],0.001969814,0.015524149,0.000545979
1011101,1011505,50,1011101-1011505-True-False-1610386273.915435,True,False,[],0.023083925,0.169145107,0.000221968
0010111,0080111,50,0010111-0080111-True-False-1610386274.003915,True,False,[],0.079699039,0.558403015,0.006102085
0111110,0161110,50,0111110-0161110-True-False-1610386274.054013,True,False,[],0.023756981,0.191066027,0.079508781
0011111,0014118,50,0011111-0014118-True-False-1610386274.0776389,True,False,[],0.011363983,0.123799801,0.025020123
0001111,0009391,50,0001111-0009391-True-False-1610386274.092447,True,False,[],0.003500223,0.021798134,0.000794888
1111110,3151710,50,1111110-3151710-True-False-1610386274.098947,True,False,[],0.000568151,0.003056765,0.002246141
0111101,0811101,50,0111101-0811101-True-False-1610386274.104138,True,False,[],0.002897024,0.016916037,0.002438068
1111100,4885600,50,1111100-4885600-True-False-1610386274.110209,True,False,[],0.001017809,0.005379915,0.000998974
1111010,9318090,50,1111010-9318090-True-False-1610386274.1199648,True,False,[],0.001458883,0.003492832,0.000986814
0111111,0171418,50,0111111-0171418-True-False-1610386274.1213481,True,False,[],0.006072760,0.107304096,0.151968956
1111111,3211747,50,1111111-3211747-True-False-1610386274.144445,True,False,[],0.000746965,0.002799988,0.005517960
0011110,0019660,50,0011110-0019660-True-False-1610386274.22167,True,False,[],0.004729986,0.038417339,0.792393923
0011101,0015801,50,0011101-0015801-True-False-1610386274.273195,True,False,[],0.003416061,0.036791086,0.000363111
0011011,0081079,50,0011011-0081079-True-False-1610386274.36023,True,False,[],0.012443066,0.054862022,0.007766008
0111011,0115016,50,0111011-0115016-True-False-1610386274.390482,True,False,[],0.004054070,0.020315886,0.252170086
1011011,3013042,50,1011011-3013042-True-False-1610386274.5699892,True,False,[],0.001651049,0.013412714,0.624951124
1010111,1040711,50,1010111-1040711-True-False-1610386274.5971909,True,False,[],0.003201962,0.020596027,0.000174046
0111100,0116100,50,0111100-0116100-True-True-1610386296.638155,True,True,['Reachability believed but took longer than 30'],0.026699066,0.188409090,30.145591974
0101001,0105009,50,0101001-0105009-True-True-1610386303.295027,True,True,['Reachability believed but took longer than 30'],0.006728888,0.010974884,30.116123199
0100110,0500170,50,0100110-0500170-True-False-1610386303.308681,True,False,[],0.001727819,0.008705616,0.000768185
0100101,0500207,50,0100101-0500207-True-False-1610386303.330869,True,False,[],0.001808167,0.014548302,0.000770092
1000000,1000000,50,1000000-1000000-False-False-1610386303.7237802,False,False,[],0.000234127,0.000591755,-1
0100000,0100000,50,0100000-0100000-False-False-1610386303.7254488,False,False,[],0.000162125,0.000354052,-1
0010000,0010000,50,0010000-0010000-False-False-1610386303.7276669,False,False,[],0.000127077,0.000771046,-1
0001000,0003000,50,0001000-0003000-False-False-1610386303.731292,False,False,[],0.000149965,0.001777887,-1
0000100,0000400,50,0000100-0000400-True-False-1610386303.745555,True,False,[],0.000855684,0.007125854,0.003786087
1000001,1000007,50,1000001-1000007-False-False-1610386303.752147,False,False,[],0.005842924,0.001065016,-1
0000010,0000060,50,0000010-0000060-True-False-1610386303.7607381,True,False,[],0.001047850,0.006938219,0.003721952
0000001,0000003,50,0000001-0000003-False-False-1610386303.7644491,False,False,[],0.000072002,0.000443935,-1
1100000,5300000,50,1100000-5300000-True-False-1610386303.7672,True,False,[],0.000223160,0.001173019,0.000067949
0001001,0001006,50,0001001-0001006-False-False-1610386303.7911239,False,False,[],0.000241756,0.002656698,-1
0000110,0000110,50,0000110-0000110-False-False-1610386303.8000681,False,False,[],0.000336885,0.003193855,-1
0000101,0000108,50,0000101-0000108-False-False-1610386303.803406,False,False,[],0.000287056,0.001371145,-1
0110000,0410000,50,0110000-0410000-True-False-1610386303.807692,True,False,[],0.022938967,0.016582727,0.003582954
0100010,0600010,50,0100010-0600010-True-False-1610386303.813264,True,False,[],0.002259016,0.033424139,0.002449989
0100001,0100001,50,0100001-0100001-False-False-1610386303.8173099,False,False,[],0.000232935,0.000687122,-1
0011000,0022000,50,0011000-0022000-False-False-1610386303.820768,False,False,[],0.000153065,0.001872778,-1
1100001,8100001,50,1100001-8100001-True-False-1610386303.8215308,True,False,[],0.000317812,0.002362251,0.003068924
0010010,0080010,50,0010010-0080010-False-False-1610386303.825037,False,False,[],0.000946045,0.034322262,-1
0101000,0901000,50,0101000-0901000-True-False-1610386303.8317618,True,False,[],0.001710176,0.003842115,0.011332989
0010001,0050001,50,0010001-0050001-False-False-1610386303.835277,False,False,[],0.000213146,0.003747225,-1
1011000,8027000,50,1011000-8027000-True-False-1610386303.8450801,True,False,[],0.001282692,0.011780262,0.001523972
0000011,0000078,50,0000011-0000078-True-False-1610386303.85422,True,False,[],0.004709721,0.039284945,0.000067711
1010100,8010100,50,1010100-8010100-True-False-1610386303.860736,True,False,[],0.000792027,0.004484177,0.005019188
1010010,9010090,50,1010010-9010090-True-False-1610386303.8723881,True,False,[],0.000895023,0.004976988,0.000210047
1010001,7040002,50,1010001-7040002-True-False-1610386303.8847702,True,False,[],0.001368999,0.021474123,0.004585981
0100100,0700500,50,0100100-0700500-True-False-1610386303.892208,True,False,[],0.002496958,0.029210091,0.019533873
1000110,7000810,50,1000110-7000810-True-False-1610386303.904841,True,False,[],0.001893997,0.025990963,0.000426054
0010100,0070700,50,0010100-0070700-True-False-1610386303.910058,True,False,[],0.004980087,0.064665079,0.009533882
1000101,4000101,50,1000101-4000101-True-False-1610386303.937442,True,False,[],0.004462719,0.016280890,0.000288010
1010000,1080000,50,1010000-1080000-False-False-1610386303.936137,False,False,[],0.095138788,0.074642897,-1
1000011,1000022,50,1000011-1000022-True-False-1610386303.956882,True,False,[],0.001739979,0.007197857,0.000250816
0101010,0103020,50,0101010-0103020-True-False-1610386303.968064,True,False,[],0.004455805,0.031219959,0.009131908
1001100,1001300,50,1001100-1001300-True-False-1610386303.974071,True,False,[],0.009916067,0.044154882,0.011109114
0100011,0700091,50,0100011-0700091-True-False-1610386303.987278,True,False,[],0.003892183,0.026685238,0.000344038
0110100,0160700,50,0110100-0160700-True-False-1610386304.149332,True,False,[],0.024694204,0.220447063,0.007636786
0001100,0001800,50,0001100-0001800-True-False-1610386304.216223,True,False,[],0.049745798,0.094730139,0.223981142
0001010,0001010,50,0001010-0001010-False-False-1610386304.230224,False,False,[],0.000194788,0.001374960,-1
1001010,1009030,50,1001010-1009030-True-False-1610386304.217031,True,False,[],0.002293110,0.012040854,0.210218906
0011100,0089400,50,0011100-0089400-True-False-1610386304.246984,True,False,[],0.013146877,0.203930140,0.002897978
1001001,6007001,50,1001001-6007001-True-False-1610386304.252933,True,False,[],0.000805140,0.001969814,0.004047871
0011010,0011010,50,0011010-0011010-False-False-1610386304.268072,False,False,[],0.000186920,0.001627922,-1
0011001,0041008,50,0011001-0041008-False-False-1610386304.274629,False,False,[],0.000298977,0.003560781,-1
1110100,1810100,50,1110100-1810100-True-False-1610386304.283319,True,False,[],0.000315905,0.002628088,0.000983000
